postcode,sector,easting,northing,localAuthority
PL13 1NS,PL13 1,226017.0,54166.0,Cornwall
LN5 8EY,LN5 8,497959.0,370313.0,Lincoln
L62 4XB,L62 4,333700.0,384300.0,Wirral
M33 1YH,M33 1,378847.0,392129.0,Trafford
TW9 4ST,TW9 4,517837.0,175249.0,Richmond upon Thames
AL3 5SH,AL3 5,514901.0,208260.0,St Albans
SL3 8WN,SL3 8,502118.0,178839.0,Slough
NG12 2PU,NG12 2,466989.0,335962.0,Rushcliffe
SR5 3HA,SR5 3,435298.0,557870.0,Sunderland
NR3 4HY,NR3 4,623689.0,310662.0,Norwich
CB1 3ED,CB1 3,546776.0,258130.0,Cambridge
RH10 9XY,RH10 9,526948.0,138891.0,Crawley
LS26 8AL,LS26 8,438583.0,429627.0,Leeds
TW10 6SS,TW10 6,517837.0,175249.0,Richmond upon Thames
TW17 9EA,TW17 9,508475.0,167490.0,Spelthorne
ST14 5NU,ST14 5,407647.0,334646.0,East Staffordshire
NG9 1QZ,NG9 1,453900.0,336600.0,Broxtowe
IP24 3PT,IP24 3,586138.0,282776.0,Breckland
UB4 0YU,UB4 0,510798.0,181392.0,Hillingdon
PO8 0TL,PO8 0,469777.0,114841.0,East Hampshire
DE2 0GX,DE2 0,438700.0,332700.0,Derby
EC3R 6BU,EC3R 6,533300.0,180500.0,City of London
BL9 7EN,BL9 7,381177.0,410502.0,Bury
IP24 1FG,IP24 1,587389.0,284462.0,Breckland
PE2 2WJ,PE2 2,516135.0,303110.0,Peterborough
LE13 1BE,LE13 1,475561.0,319078.0,Melton
SO4 0NN,SO4 0,428000.0,91800.0,New Forest
NG13 8YE,NG13 8,469295.0,339401.0,Rushcliffe
CM14 9FZ,CM14 9,559569.0,193789.0,Brentwood
DE13 8LH,DE13 8,418897.0,318036.0,East Staffordshire
LS28 7NE,LS28 7,422095.0,433722.0,Leeds
LA14 2WZ,LA14 2,320085.0,469784.0,Barrow-in-Furness
HU3 2PF,HU3 2,508405.0,428619.0,"Kingston upon Hull, City of"
B90 3JD,B90 3,412116.0,279499.0,Solihull
BS35 2JB,BS35 2,363979.0,190113.0,South Gloucestershire
WR14 1SG,WR14 1,377579.0,247958.0,Malvern Hills
DE56 0JW,DE56 0,438060.0,345515.0,Amber Valley
BH15 2BE,BH15 2,400747.0,91815.0,"Bournemouth, Christchurch and Poole"
LA11 7PY,LA11 7,338710.0,476454.0,South Lakeland
NE48 2EB,NE48 2,387653.0,581578.0,Northumberland
HA7 3YY,HA7 3,518142.0,190895.0,Harrow
BS2 8LE,BS2 8,358931.0,173915.0,"Bristol, City of"
NE27 0SN,NE27 0,431160.0,571252.0,North Tyneside
BN2 1ZX,BN2 1,531040.0,104624.0,Brighton and Hove
M33 5HJ,M33 5,376969.0,392459.0,Trafford
OL10 1JA,OL10 1,385294.0,410817.0,Rochdale
LE7 7DB,LE7 7,454821.0,307240.0,Blaby
TN13 9AY,TN13 9,553007.0,154630.0,Sevenoaks
TR1 1NW,TR1 1,183366.0,45254.0,Cornwall
OL3 7WQ,OL3 7,399418.0,404508.0,Oldham
S5 0AN,S5 0,436554.0,393207.0,Sheffield
CH29 9DY,CH29 9,321660.0,388795.0,Wirral
ST2 8AR,ST2 8,390235.0,348196.0,Stoke-on-Trent
IP33 2PS,IP33 2,586233.0,263015.0,West Suffolk
NN6 9PZ,NN6 9,480166.0,272799.0,West Northamptonshire
WN4 8TB,WN4 8,359009.0,400160.0,Wigan
BB10 2AQ,BB10 2,384692.0,435772.0,Pendle
M5 5HH,M5 5,379585.0,398729.0,Salford
NG4 4QW,NG4 4,461557.0,343062.0,Gedling
BA3 2WD,BA3 2,368942.0,154799.0,Bath and North East Somerset
TQ12 6WF,TQ12 6,281468.0,74769.0,Teignbridge
SK8 2FL,SK8 2,385616.0,388498.0,Stockport
LS8 1LU,LS8 1,431897.0,438391.0,Leeds
PR3 6TL,PR3 6,338675.0,441051.0,Wyre
PE19 4PY,PE19 4,518781.0,262352.0,Huntingdonshire
RG11 1BT,RG11 1,480700.0,168800.0,Wokingham
KT19 8FZ,KT19 8,520558.0,162666.0,Epsom and Ewell
NR27 9QN,NR27 9,618271.0,342678.0,North Norfolk
HX3 9UF,HX3 9,410994.0,424694.0,Calderdale
SS7 5QA,SS7 5,577512.0,188009.0,Castle Point
LN6 8HU,LN6 8,495118.0,367260.0,North Kesteven
MK16 0ND,MK16 0,487335.0,243306.0,Milton Keynes
TN14 5FQ,TN14 5,551504.0,157056.0,Sevenoaks
NG20 8PY,NG20 8,451923.0,368239.0,Bolsover
TR3 7PP,TR3 7,177625.0,39384.0,Cornwall
TN21 0JQ,TN21 0,557191.0,119412.0,Wealden
CH65 5DL,CH65 5,340979.0,375509.0,Cheshire West and Chester
LE3 6FW,LE3 6,456100.0,304600.0,Leicester
TW4 6RT,TW4 6,511324.0,175689.0,Hounslow
KT12 2FR,KT12 2,510273.0,166407.0,Elmbridge
AL8 6JF,AL8 6,523546.0,212661.0,Welwyn Hatfield
PE11 3JZ,PE11 3,525415.0,325137.0,South Holland
NN11 7WT,NN11 7,454132.0,266239.0,West Northamptonshire
NE2 1QA,NE2 1,425300.0,566000.0,Newcastle upon Tyne
L37 7ER,L37 7,330486.0,408490.0,Sefton
RG16 7SY,RG16 7,433714.0,173742.0,West Berkshire
LU7 7QQ,LU7 7,490792.0,225038.0,Central Bedfordshire
YO2 5LR,YO2 5,457160.0,451294.0,York
GL1 3DE,GL1 3,383555.0,218975.0,Gloucester
OL10 2RH,OL10 2,383900.0,409600.0,Rochdale
LS12 3JS,LS12 3,426497.0,433590.0,Leeds
NN2 8TZ,NN2 8,475327.0,265167.0,West Northamptonshire
BS6 6AW,BS6 6,358687.0,174274.0,"Bristol, City of"
PE15 9TX,PE15 9,540745.0,296749.0,Fenland
CM2 6SX,CM2 6,572734.0,207228.0,Chelmsford
DH8 6GD,DH8 6,411075.0,550936.0,County Durham
M27 3JQ,M27 3,376916.0,401456.0,Salford
SW6 9GS,SW6 9,525198.0,177141.0,Hammersmith and Fulham
DH2 2ED,DH2 2,426588.0,551340.0,County Durham
W1G 9XX,W1G 9,528532.0,181430.0,Westminster
S74 0LP,S74 0,436180.0,399966.0,Barnsley
BS2 8DL,BS2 8,358900.0,173600.0,"Bristol, City of"
HA1 1ZJ,HA1 1,515821.0,188696.0,Harrow
PE2 5UT,PE2 5,515600.0,294300.0,Peterborough
B73 9EY,B73 9,411619.0,296818.0,Birmingham
E12 5QP,E12 5,543088.0,185603.0,Newham
SS17 8AD,SS17 8,568627.0,183329.0,Thurrock
E14 9WG,E14 9,537384.0,178840.0,Tower Hamlets
WS5 3XW,WS5 3,401356.0,298698.0,Walsall
TS13 5HA,TS13 5,479336.0,516464.0,Scarborough
RG41 5DR,RG41 5,476609.0,169479.0,Wokingham
RM8 1BD,RM8 1,548875.0,186805.0,Barking and Dagenham
WR14 4BR,WR14 4,376129.0,245964.0,Malvern Hills
SO4 7SS,SO4 7,429700.0,102600.0,New Forest
ME5 8TQ,ME5 8,577238.0,162620.0,Medway
LS8 2WW,LS8 2,431390.0,434663.0,Leeds
NN4 6XG,NN4 6,475320.0,261359.0,West Northamptonshire
BS16 7NB,BS16 7,367744.0,177527.0,South Gloucestershire
BS20 9RP,BS20 9,347567.0,173985.0,North Somerset
SO32 3WF,SO32 3,461209.0,118383.0,Winchester
SO5 5EH,SO5 5,444889.0,118369.0,Eastleigh
CM18 7ES,CM18 7,545830.0,207931.0,Harlow
TR11 2AZ,TR11 2,180304.0,32871.0,Cornwall
IP24 1JY,IP24 1,587746.0,284246.0,Breckland
E17 3PZ,E17 3,539179.0,189360.0,Waltham Forest
NG7 4BU,NG7 4,452350.0,340566.0,Nottingham
ST7 1HL,ST7 1,383993.0,354680.0,Newcastle-under-Lyme
BA4 9SY,BA4 9,361844.0,143234.0,Mendip
TS3 7JR,TS3 7,451710.0,518381.0,Middlesbrough
BB11 1RL,BB11 1,383516.0,432476.0,Burnley
CO11 2RN,CO11 2,614792.0,227812.0,Tendring
DH9 7SW,DH9 7,417163.0,551525.0,County Durham
PO13 8JN,PO13 8,456742.0,100932.0,Gosport
EX8 4JZ,EX8 4,301967.0,82921.0,East Devon
RM14 3AJ,RM14 3,556148.0,186006.0,Havering
WA7 4UJ,WA7 4,350268.0,382294.0,Halton
GU22 2DB,GU22 2,500740.0,158617.0,Woking
N1 6UD,N1 6,532800.0,182700.0,Hackney
PE1 9BD,PE1 9,516109.0,303124.0,Peterborough
LN5 5QB,LN5 5,497221.0,370656.0,Lincoln
PE31 6AP,PE31 6,567580.0,326469.0,King's Lynn and West Norfolk
CB7 4JX,CB7 4,554000.0,280300.0,East Cambridgeshire
KT1 3GZ,KT1 3,518907.0,168528.0,Kingston upon Thames
PE28 2XH,PE28 2,530093.0,280606.0,Huntingdonshire
HR4 7JX,HR4 7,339683.0,243854.0,"Herefordshire, County of"
CH49 6ZN,CH49 6,327030.0,387461.0,Wirral
IP27 9AB,IP27 9,572308.0,285587.0,West Suffolk
RH11 9LB,RH11 9,525656.0,134076.0,Crawley
TA2 6HZ,TA2 6,322374.0,125708.0,Somerset West and Taunton
DA18 4BX,DA18 4,548012.0,179513.0,Bexley
PE21 0JE,PE21 0,533342.0,344251.0,Boston
BB4 7NZ,BB4 7,381770.0,422795.0,Rossendale
SL9 8PE,SL9 8,500264.0,188646.0,Buckinghamshire
CV6 5SD,CV6 5,434300.0,282000.0,Coventry
BR1 5BY,BR1 5,540633.0,171187.0,Bromley
NE5 3PP,NE5 3,421081.0,566659.0,Newcastle upon Tyne
RH10 9NE,RH10 9,527494.0,138777.0,Crawley
SK2 7AZ,SK2 7,390563.0,387947.0,Stockport
GL20 7FA,GL20 7,390073.0,233935.0,Tewkesbury
GL2 0TQ,GL2 0,385000.0,220400.0,Gloucester
BS17 5BN,BS17 5,371759.0,183576.0,South Gloucestershire
ST13 8EY,ST13 8,398030.0,356951.0,Staffordshire Moorlands
OL5 0PD,OL5 0,396986.0,402400.0,Tameside
SS5 5HD,SS5 5,584430.0,192918.0,Rochford
MK40 4GE,MK40 4,501655.0,248657.0,Bedford
PO14 4RR,PO14 4,452400.0,107500.0,Fareham
CV21 2TE,CV21 2,450632.0,275786.0,Rugby
CO16 9JD,CO16 9,614666.0,222197.0,Tendring
L26 1UG,L26 1,344373.0,384632.0,Knowsley
CT2 7AY,CT2 7,614587.0,159699.0,Canterbury
BB4 8GQ,BB4 8,381098.0,424699.0,Rossendale
GU27 2BN,GU27 2,490455.0,133298.0,Waverley
DE4 2NW,DE4 2,426848.0,368446.0,Derbyshire Dales
WF5 0LX,WF5 0,428744.0,419991.0,Wakefield
LE9 5YS,LE9 5,452975.0,297575.0,Blaby
TR3 6EB,TR3 6,179161.0,43078.0,Cornwall
RG3 1DF,RG3 1,469944.0,174050.0,Reading
B45 9EF,B45 9,398000.0,277000.0,Bromsgrove
WD3 9WY,WD3 9,505658.0,194539.0,Three Rivers
BN2 5FN,BN2 5,533344.0,104953.0,Brighton and Hove
CV37 1FT,CV37 1,419428.0,255664.0,Stratford-on-Avon
ST1 3JB,ST1 3,388872.0,346453.0,Stoke-on-Trent
LA23 1EE,LA23 1,341295.0,498505.0,South Lakeland
WA16 9RF,WA16 9,376629.0,374461.0,Cheshire East
SW1V 3QF,SW1V 3,529712.0,178216.0,Westminster
WF3 1ES,WF3 1,428274.0,424606.0,Leeds
SO41 3QJ,SO41 3,433063.0,94727.0,New Forest
BH9 3PT,BH9 3,410120.0,95539.0,"Bournemouth, Christchurch and Poole"
LN5 0EA,LN5 0,498783.0,357614.0,North Kesteven
TR16 5YQ,TR16 5,169999.0,42047.0,Cornwall
SE15 6NY,SE15 6,533700.0,177800.0,Southwark
BL7 0AF,BL7 0,373849.0,416266.0,Blackburn with Darwen
FY8 1RR,FY8 1,332130.0,428822.0,Fylde
DN22 0AH,DN22 0,479216.0,382169.0,Bassetlaw
GL53 9YP,GL53 9,395428.0,219010.0,Cheltenham
MK11 9HX,MK11 9,480418.0,239446.0,Milton Keynes
WV10 6PN,WV10 6,391929.0,303788.0,Wolverhampton
OX26 1FG,OX26 1,456432.0,222582.0,Cherwell
PR3 1LG,PR3 1,349041.0,445689.0,Wyre
SE12 2AY,SE12 2,542733.0,174310.0,Greenwich
SK6 6AJ,SK6 6,395661.0,388852.0,Stockport
BN25 1ER,BN25 1,548145.0,98950.0,Lewes
DE55 4PA,DE55 4,442358.0,354937.0,Amber Valley
L3 1JH,L3 1,333891.0,390369.0,Liverpool
M23 8AA,M23 8,381942.0,389287.0,Manchester
L48 9YL,L48 9,323400.0,387100.0,Wirral
W7 2PX,W7 2,515125.0,179624.0,Ealing
PR5 1TQ,PR5 1,353971.0,422383.0,South Ribble
RH6 0XX,RH6 0,528409.0,143011.0,Reigate and Banstead
LN4 4FY,LN4 4,497221.0,370656.0,Lincoln
B61 8DJ,B61 8,395827.0,270682.0,Bromsgrove
BB4 7DZ,BB4 7,383847.0,420903.0,Rossendale
ME14 2UE,ME14 2,576450.0,156462.0,Maidstone
M13 9DZ,M13 9,385545.0,396723.0,Manchester
BA4 6HU,BA4 6,364960.0,138578.0,Mendip
WF12 0BH,WF12 0,424344.0,418601.0,Kirklees
EN1 9SP,EN1 9,533124.0,196542.0,Enfield
UB5 6QQ,UB5 6,511303.0,183411.0,Ealing
GL52 2AJ,GL52 2,395253.0,223128.0,Cheltenham
M43 7RN,M43 7,389762.0,399075.0,Tameside
CM22 6SE,CM22 6,556166.0,221209.0,Uttlesford
IP1 5AT,IP1 5,613910.0,245458.0,Ipswich
CO7 0AL,CO7 0,608787.0,216669.0,Tendring
L24 1UY,L24 1,342671.0,383490.0,Liverpool
SR3 1BT,SR3 1,438326.0,553830.0,Sunderland
NE26 2WT,NE26 2,432685.0,569414.0,North Tyneside
M5 3LT,M5 3,382034.0,397502.0,Salford
W11 1GX,W11 1,524512.0,181293.0,Kensington and Chelsea
NG21 0GY,NG21 0,460286.0,358450.0,Newark and Sherwood
GU26 6QE,GU26 6,487550.0,136938.0,Waverley
OL8 3DN,OL8 3,392366.0,403280.0,Oldham
CM18 6WJ,CM18 6,544574.0,210193.0,Harlow
B91 3DJ,B91 3,415649.0,279645.0,Solihull
SL0 0JG,SL0 0,502426.0,181001.0,Buckinghamshire
LS12 2ST,LS12 2,425861.0,434815.0,Leeds
TR10 8FE,TR10 8,178510.0,34057.0,Cornwall
B17 9NL,B17 9,403700.0,284600.0,Birmingham
RG1 4ED,RG1 4,472406.0,173121.0,Reading
LE9 5DQ,LE9 5,454352.0,297568.0,Blaby
LS6 4FB,LS6 4,428581.0,436909.0,Leeds
WV10 8ER,WV10 8,392439.0,303157.0,Wolverhampton
BS18 8PS,BS18 8,357118.0,163292.0,Bath and North East Somerset
HA2 6FR,HA2 6,514210.0,189873.0,Harrow
GL51 6HE,GL51 6,392819.0,221593.0,Cheltenham
DY1 3HZ,DY1 3,393709.0,290699.0,Dudley
ST16 2HB,ST16 2,392165.0,322894.0,Stafford
B31 3EH,B31 3,403490.0,278797.0,Birmingham
CB25 0AE,CB25 0,559196.0,266469.0,East Cambridgeshire
TR11 5XW,TR11 5,178614.0,32609.0,Cornwall
CW5 5FA,CW5 5,365153.0,352458.0,Cheshire East
HP16 9RA,HP16 9,485488.0,202242.0,Buckinghamshire
PO5 3LQ,PO5 3,464000.0,98700.0,Portsmouth
LE5 5AU,LE5 5,460346.0,304082.0,Leicester
DL10 6LB,DL10 6,422994.0,508580.0,Richmondshire
PL14 6SD,PL14 6,221409.0,73664.0,Cornwall
BN27 3DE,BN27 3,558024.0,110497.0,Wealden
S30 6BW,S30 6,424801.0,403077.0,Barnsley
EX35 6HU,EX35 6,271919.0,149535.0,North Devon
GL7 2NL,GL7 2,401634.0,203330.0,Cotswold
GL14 2HF,GL14 2,365502.0,213714.0,Forest of Dean
HR4 0JU,HR4 0,350142.0,239726.0,"Herefordshire, County of"
GU32 1AU,GU32 1,472417.0,124534.0,East Hampshire
EX2 9PY,EX2 9,289764.0,91493.0,Exeter
PE3 8HN,PE3 8,516109.0,303124.0,Peterborough
NE10 8NX,NE10 8,428923.0,560646.0,Gateshead
ME19 6YQ,ME19 6,570483.0,158171.0,Tonbridge and Malling
HR1 2JT,HR1 2,351754.0,239791.0,"Herefordshire, County of"
SW1Y 4AF,SW1Y 4,529391.0,179143.0,Westminster
SO32 2TA,SO32 2,456169.0,113380.0,Winchester
KT16 8EY,KT16 8,504145.0,166758.0,Runnymede
CH4 7NP,CH4 7,338506.0,363732.0,Cheshire West and Chester
NE65 9DZ,NE65 9,416722.0,603595.0,Northumberland
SS8 9ZB,SS8 9,579903.0,183590.0,Castle Point
CT7 0QQ,CT7 0,625752.0,166207.0,Thanet
SW6 7PN,SW6 7,524000.0,177600.0,Hammersmith and Fulham
PL26 8NJ,PL26 8,198106.0,60987.0,Cornwall
NR24 2JU,NR24 2,605751.0,332826.0,North Norfolk
HD2 2NN,HD2 2,413557.0,418986.0,Kirklees
PR1 6AN,PR1 6,353700.0,430700.0,Preston
HG2 8AD,HG2 8,431346.0,453604.0,Harrogate
W1M 8BX,W1M 8,528600.0,181400.0,Westminster
M26 9QH,M26 9,379898.0,407935.0,Bury
LA2 7DL,LA2 7,366984.0,466879.0,Craven
IP28 8WQ,IP28 8,569471.0,270458.0,West Suffolk
PO22 9DA,PO22 9,492689.0,100936.0,Arun
EC1A 9BJ,EC1A 9,531700.0,181700.0,City of London
LE6 2QW,LE6 2,442742.0,313577.0,North West Leicestershire
SO16 5GD,SO16 5,439398.0,115479.0,Southampton
B61 8PP,B61 8,395304.0,271266.0,Bromsgrove
LS25 1AH,LS25 1,440352.0,433452.0,Leeds
SS9 3EF,SS9 3,584510.0,186737.0,Southend-on-Sea
BB1 6PR,BB1 6,368798.0,429263.0,Blackburn with Darwen
WN3 5LH,WN3 5,356781.0,403632.0,Wigan
BN13 3LB,BN13 3,511643.0,105373.0,Worthing
NN4 9BN,NN4 9,475293.0,257871.0,West Northamptonshire
NE63 0HZ,NE63 0,428537.0,586014.0,Northumberland
L36 6EQ,L36 6,345362.0,391112.0,Knowsley
CH1 4JJ,CH1 4,339848.0,366606.0,Cheshire West and Chester
ST15 8ZJ,ST15 8,389222.0,334786.0,Stafford
GU46 6FZ,GU46 6,483509.0,161239.0,Bracknell Forest
GU16 5BT,GU16 5,488262.0,157859.0,Surrey Heath
BD20 0YN,BD20 0,404207.0,446305.0,Bradford
TQ1 1LP,TQ1 1,292076.0,64695.0,Torbay
M26 1QX,M26 1,379001.0,406149.0,Bury
CO3 4LT,CO3 4,596737.0,224068.0,Colchester
WA4 1BS,WA4 1,361099.0,387638.0,Warrington
BD16 1SJ,BD16 1,411690.0,436929.0,Bradford
W6 0GD,W6 0,522365.0,178517.0,Hammersmith and Fulham
W1H 2DL,W1H 2,527735.0,181478.0,Westminster
PE24 5QL,PE24 5,554854.0,372784.0,East Lindsey
KT1 2PT,KT1 2,518465.0,169260.0,Kingston upon Thames
EN5 9GN,EN5 9,526643.0,195410.0,Barnet
PE23 5SR,PE23 5,547034.0,366919.0,East Lindsey
TR2 4ED,TR2 4,191680.0,50380.0,Cornwall
GU1 4GR,GU1 4,499692.0,149942.0,Guildford
TS20 1QZ,TS20 1,443608.0,521786.0,Stockton-on-Tees
BS16 6XG,BS16 6,366041.0,178154.0,South Gloucestershire
SM7 2QU,SM7 2,525540.0,160082.0,Reigate and Banstead
NG20 0RH,NG20 0,457219.0,368846.0,Mansfield
DN36 4RY,DN36 4,527945.0,403744.0,North East Lincolnshire
DE4 5RA,DE4 5,434236.0,357472.0,Amber Valley
LE5 2GP,LE5 2,464077.0,304442.0,Leicester
WA5 5WN,WA5 5,357890.0,389590.0,Warrington
ME3 9GP,ME3 9,577640.0,172589.0,Medway
CM4 0QJ,CM4 0,560162.0,201879.0,Brentwood
WS2 9PQ,WS2 9,400769.0,298399.0,Walsall
SO40 3WY,SO40 3,434900.0,115000.0,New Forest
SO21 3AR,SO21 3,451544.0,142782.0,Winchester
BA6 8UX,BA6 8,350022.0,139209.0,Mendip
B92 7PY,B92 7,413763.0,283734.0,Solihull
RG24 8WB,RG24 8,465057.0,155025.0,Basingstoke and Deane
KT3 4FB,KT3 4,522647.0,168340.0,Merton
HA8 8TL,HA8 8,519830.0,192933.0,Barnet
S64 8YW,S64 8,444600.0,401062.0,Rotherham
OL12 9NU,OL12 9,391252.0,417096.0,Rochdale
HA6 9GF,HA6 9,509820.0,190613.0,Hillingdon
SL1 3XW,SL1 3,496286.0,180256.0,Slough
M21 8WS,M21 8,381808.0,393970.0,Manchester
SO15 0HT,SO15 0,439848.0,112710.0,Southampton
NG6 0QS,NG6 0,454910.0,343274.0,Nottingham
BH1 4RB,BH1 4,410500.0,92300.0,"Bournemouth, Christchurch and Poole"
M25 0WL,M25 0,381067.0,404237.0,Bury
GU10 1XS,GU10 1,483795.0,146834.0,Waverley
W13 9RD,W13 9,517031.0,179640.0,Ealing
L44 1DL,L44 1,331200.0,392200.0,Wirral
NW1 0HN,NW1 0,529219.0,183777.0,Camden
GL4 6BN,GL4 6,384713.0,215578.0,Gloucester
PL15 8SF,PL15 8,232763.0,85715.0,Cornwall
KT16 0NT,KT16 0,501969.0,164152.0,Runnymede
CM13 2AN,CM13 2,561753.0,193905.0,Brentwood
BN6 9QZ,BN6 9,528102.0,116842.0,Mid Sussex
ME4 4TN,ME4 4,575843.0,167650.0,Medway
TN12 6YT,TN12 6,567095.0,145172.0,Tunbridge Wells
BR1 9YS,BR1 9,540421.0,169620.0,Bromley
TS25 1AY,TS25 1,452388.0,529920.0,Hartlepool
LS2 8LJ,LS2 8,428809.0,433421.0,Leeds
WF2 7FD,WF2 7,431981.0,416240.0,Wakefield
OL12 7AZ,OL12 7,388302.0,415099.0,Rochdale
S5 6WH,S5 6,436887.0,390760.0,Sheffield
LE5 4TB,LE5 4,462178.0,304773.0,Leicester
HU17 9RH,HU17 9,506704.0,441786.0,East Riding of Yorkshire
N9 0QB,N9 0,534291.0,193055.0,Enfield
WV4 6HY,WV4 6,393000.0,296400.0,Wolverhampton
E16 9FG,E16 9,538467.0,181905.0,Newham
MK45 3LL,MK45 3,504634.0,241607.0,Central Bedfordshire
PO20 6TT,PO20 6,492307.0,105614.0,Arun
YO32 9PU,YO32 9,461642.0,455546.0,York
CR4 3UQ,CR4 3,527042.0,168933.0,Merton
IP25 6UB,IP25 6,592943.0,300549.0,Breckland
SP6 1LF,SP6 1,414447.0,114984.0,New Forest
LE13 1RW,LE13 1,476350.0,320372.0,Melton
L16 0XT,L16 0,338307.0,389200.0,Liverpool
ME19 6DG,ME19 6,569995.0,157483.0,Tonbridge and Malling
BS99 1RF,BS99 1,360204.0,173429.0,"Bristol, City of"
NE13 7LX,NE13 7,420564.0,573031.0,Newcastle upon Tyne
FY8 3BZ,FY8 3,332405.0,430802.0,Fylde
LE17 4UR,LE17 4,453936.0,285255.0,Harborough
PR7 6LS,PR7 6,355800.0,418900.0,Chorley
NE61 9EU,NE61 9,419722.0,585994.0,Northumberland
NR28 0WQ,NR28 0,628437.0,330187.0,North Norfolk
NG2 1NS,NG2 1,456823.0,338549.0,Nottingham
TW19 5DB,TW19 5,500518.0,174104.0,Windsor and Maidenhead
OX4 2XN,OX4 2,454422.0,202940.0,Oxford
WN6 0RR,WN6 0,355692.0,410249.0,Wigan
PE12 0AL,PE12 0,541599.0,326313.0,South Holland
WN8 0BL,WN8 0,351428.0,404945.0,West Lancashire
DN15 5FB,DN15 5,489162.0,410763.0,North Lincolnshire
SO4 3LA,SO4 3,435429.0,113584.0,New Forest
GL19 4BN,GL19 4,389239.0,228338.0,Tewkesbury
WA5 3DX,WA5 3,357048.0,389208.0,Warrington
DL2 1NG,DL2 1,436800.0,513100.0,Darlington
E10 5HG,E10 5,537503.0,186876.0,Waltham Forest
TN32 5GE,TN32 5,574787.0,115857.0,Rother
NE65 9AH,NE65 9,421576.0,604805.0,Northumberland
OX4 5YE,OX4 5,455785.0,202296.0,Oxford
LE15 8NY,LE15 8,494903.0,308683.0,Rutland
BN99 6QZ,BN99 6,517672.0,104182.0,Adur
PE25 2DL,PE25 2,555999.0,363762.0,East Lindsey
PE33 0AG,PE33 0,561582.0,308610.0,King's Lynn and West Norfolk
OL9 9JX,OL9 9,391004.0,405262.0,Oldham
SW3 2PU,SW3 2,527569.0,178848.0,Kensington and Chelsea
CA1 9DJ,CA1 9,339557.0,555539.0,Carlisle
B76 1TE,B76 1,413483.0,294239.0,Birmingham
NE29 6AR,NE29 6,434683.0,567133.0,North Tyneside
YO30 6JX,YO30 6,459586.0,453771.0,York
WV6 8FY,WV6 8,389842.0,300137.0,Wolverhampton
WN6 9EA,WN6 9,352035.0,410645.0,West Lancashire
SS11 8EQ,SS11 8,576007.0,193345.0,Basildon
WA7 5NP,WA7 5,352761.0,382744.0,Halton
HD6 2AE,HD6 2,414074.0,422950.0,Calderdale
BH23 2XB,BH23 2,415856.0,92673.0,"Bournemouth, Christchurch and Poole"
TA19 9DD,TA19 9,335037.0,114699.0,South Somerset
LE67 5NQ,LE67 5,442585.0,317062.0,North West Leicestershire
LE15 6BH,LE15 6,485804.0,308812.0,Rutland
EX33 1AJ,EX33 1,248572.0,136734.0,North Devon
PO19 1UP,PO19 1,486340.0,104743.0,Chichester
NG21 9DP,NG21 9,458361.0,362972.0,Newark and Sherwood
RG13 2JJ,RG13 2,447095.0,168493.0,West Berkshire
BS15 8PW,BS15 8,365005.0,173727.0,South Gloucestershire
NG3 7HD,NG3 7,460186.0,340977.0,Nottingham
CV34 4QE,CV34 4,429500.0,265200.0,Warwick
EN9 2LG,EN9 2,539473.0,206053.0,Epping Forest
S6 6SB,S6 6,430878.0,390009.0,Sheffield
LS15 8PU,LS15 8,437198.0,433540.0,Leeds
SY4 2EE,SY4 2,342359.0,322036.0,Shropshire
BH23 3ZP,BH23 3,415856.0,92673.0,"Bournemouth, Christchurch and Poole"
NG15 8AX,NG15 8,452726.0,350486.0,Ashfield
SW3 6JB,SW3 6,526873.0,178394.0,Kensington and Chelsea
SE23 2AB,SE23 2,536382.0,173137.0,Lewisham
YO25 8RY,YO25 8,512296.0,447442.0,East Riding of Yorkshire
ME8 6NG,ME8 6,580112.0,167216.0,Medway
DH6 2JJ,DH6 2,438700.0,541200.0,County Durham
CB6 3BS,CB6 3,553107.0,280224.0,East Cambridgeshire
B17 0NY,B17 0,403597.0,283468.0,Birmingham
WF6 1AY,WF6 1,438361.0,422277.0,Wakefield
EX20 1RJ,EX20 1,259237.0,96290.0,West Devon
GU6 7HX,GU6 7,506127.0,139043.0,Waverley
ST4 2PY,ST4 2,388880.0,344709.0,Stoke-on-Trent
DY9 0LA,DY9 0,390383.0,279955.0,Bromsgrove
BN1 2RY,BN1 2,530800.0,104200.0,Brighton and Hove
B20 3EX,B20 3,405498.0,289132.0,Birmingham
BH13 7ZE,BH13 7,405090.0,88935.0,"Bournemouth, Christchurch and Poole"
HU5 1SB,HU5 1,509781.0,431259.0,"Kingston upon Hull, City of"
CA12 4QE,CA12 4,323279.0,528302.0,Allerdale
CH42 9NG,CH42 9,331213.0,387637.0,Wirral
IP1 5AH,IP1 5,614063.0,245415.0,Ipswich
DH8 7NE,DH8 7,411665.0,550719.0,County Durham
DY5 3NN,DY5 3,390463.0,286891.0,Dudley
HU3 1GB,HU3 1,510461.0,428821.0,"Kingston upon Hull, City of"
HA9 1AF,HA9 1,517464.0,184946.0,Brent
TR26 2GR,TR26 2,152941.0,38798.0,Cornwall
DY11 5RG,DY11 5,380100.0,278300.0,Wyre Forest
RG11 6NH,RG11 6,483727.0,164568.0,Wokingham
RH10 0FY,RH10 0,526911.0,136846.0,Crawley
GL20 5EJ,GL20 5,389639.0,231978.0,Tewkesbury
